mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__model__optimizer,param_estimator__model__numnodes,param_estimator__model__numlayer,param_estimator__model__dropout_val_in,param_estimator__model__dropout_val_h,param_estimator__model__dropout,param_estimator__model__batchnorm,param_estimator__model__activations,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.72302015622457,2.527140033830981,0.14486543337504068,0.011229859245823296,sgd,64,1,0.0,0.4,yes,no,tanh,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.4, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7741935483870968,0.8522727272727273,0.8266666666666667,0.8177109807754969,0.03249864383016155,29
14.428647836049398,6.940267416210017,0.3923344612121582,0.11134438832809403,adam,32,1,0.0,0.5,no,yes,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 32, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'tanh'}",0.7945205479452054,0.8670520231213873,0.8211920529801324,0.827588208015575,0.0299542631605401,7
9.22581418355306,1.5208738040462504,0.1726499398549398,0.006488416854090014,sgd,64,3,0.0,0.4,yes,no,tanh,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 3, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.4, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7450980392156863,0.7931034482758621,0.8133333333333334,0.7838449402749607,0.028615890907355633,90
5.571471134821574,0.3756978099775007,0.18979493776957193,0.025013080242032464,adam,64,3,0.0,0.5,no,no,relu,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 3, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'relu'}",0.738255033557047,0.7719298245614035,0.8026315789473685,0.770938812355273,0.02629095507321297,94
10.56377379099528,2.2831458338158748,0.13294665018717447,0.0056766688787814705,sgd,16,1,0.0,0.5,no,no,tanh,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.5, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7682119205298014,0.8415300546448088,0.8133333333333334,0.8076917695026479,0.03019666239137838,56
11.47196650505066,1.8283266347138258,0.14604711532592773,0.008518334839370954,sgd,16,2,0.0,0.3,no,no,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'relu'}",0.7814569536423841,0.8333333333333334,0.8157894736842105,0.8101932535533094,0.021544960002670557,46
4.788411935170491,0.26467150897916236,0.1443023681640625,0.012562769122456702,adam,64,2,0.2,0.3,no,no,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7662337662337663,0.8633879781420765,0.8,0.8098739147919476,0.04027286818583276,47
10.711629152297974,2.0639615362799955,0.14467446009318033,0.01387141825502538,sgd,16,1,0.0,0.3,yes,no,tanh,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 16, 'estimator__model__numlayer': 1, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'yes', 'estimator__model__batchnorm': 'no', 'estimator__model__activations': 'tanh'}",0.7763157894736842,0.8494623655913979,0.8187919463087249,0.8148567004579356,0.029991332296356737,35
8.256003697713217,0.7059102116967976,0.22975579897562662,0.02925851252398392,sgd,64,2,0.2,0.4,no,yes,relu,"{'estimator__model__optimizer': 'sgd', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 2, 'estimator__model__dropout_val_in': 0.2, 'estimator__model__dropout_val_h': 0.4, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'relu'}",0.7810650887573964,0.8307692307692308,0.8,0.8039447731755424,0.020482453626425534,65
6.461359024047852,0.5716568278913516,0.21752444903055826,0.008436315900921053,adam,64,3,0.0,0.3,no,yes,tanh,"{'estimator__model__optimizer': 'adam', 'estimator__model__numnodes': 64, 'estimator__model__numlayer': 3, 'estimator__model__dropout_val_in': 0, 'estimator__model__dropout_val_h': 0.3, 'estimator__model__dropout': 'no', 'estimator__model__batchnorm': 'yes', 'estimator__model__activations': 'tanh'}",0.5546218487394958,0.782051282051282,0.7724137931034483,0.7030289746314088,0.10501341679337443,100
